OID_,gid,NAAM,PLAATS,CATEGORIE,FUNCTIE,TYPE,STAAT,RMONNUMMER,TBGCNUMMER,INFOLINK,THUMBNAIL,HFDFUNCTIE,FOTOGRAAF,FOTO_GROOT,BOUWJAAR,x,y
61,62,Sint Anna,Weert-Keent,windmolen,korenmolen,ronde stenen beltmolen,bestaand,38464,00182,https://zoeken.allemolens.nl/tenbruggencatenummer/00182,https://images.memorix.nl/rce/thumb/350x350/75ce6b26-c546-1347-2271-9397be09f32a.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/75ce6b26-c546-1347-2271-9397be09f32a.jpg,1912,176948,360693
62,63,Sint Anna,Tungelroy,windmolen,korenmolen,ronde stenen beltmolen,bestaand,38471,00183,https://zoeken.allemolens.nl/tenbruggencatenummer/00183,https://images.memorix.nl/rce/thumb/350x350/1837c963-9cb8-ad0b-29c3-6456f8d6170e.jpg,korenmolen,onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/1837c963-9cb8-ad0b-29c3-6456f8d6170e.jpg,1875,179186,358261
63,64,De Nijverheid/Molen van Nijs,Stramproy,windmolen,korenmolen,ronde stenen beltmolen,bestaand,34919,00184,https://zoeken.allemolens.nl/tenbruggencatenummer/00184,https://images.memorix.nl/rce/thumb/350x350/705f6849-adf8-5a9a-48bf-2819cd91aa3f.jpg,korenmolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/705f6849-adf8-5a9a-48bf-2819cd91aa3f.jpg,1903,177876,356228
64,65,Sint Jan,Stramproy,windmolen,korenmolen,standerdmolen (gesloten),bestaand,34918,00185,https://zoeken.allemolens.nl/tenbruggencatenummer/00185,https://images.memorix.nl/rce/thumb/350x350/96ba5605-751f-3d27-579d-b6577af994d0.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/96ba5605-751f-3d27-579d-b6577af994d0.jpg,1804,178792,356180
65,66,Sint Hubertus,Klein Genhout,windmolen,korenmolen,standerdmolen (half gesloten),bestaand,8768,00193,https://zoeken.allemolens.nl/tenbruggencatenummer/00193,https://images.memorix.nl/rce/thumb/350x350/40f6382a-d324-88ff-5285-f99b9ecc0538.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/40f6382a-d324-88ff-5285-f99b9ecc0538.jpg,1801,184610,325855
66,67,Standerdmolen Urmond,Urmond,windmolen,korenmolen,standerdmolen (half gesloten),bestaand,34855,00195,https://zoeken.allemolens.nl/tenbruggencatenummer/00195,https://images.memorix.nl/rce/thumb/350x350/eac04313-87cd-8124-941d-9815392e54c5.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/eac04313-87cd-8124-941d-9815392e54c5.jpg,1805,182352,333858
67,68,De Hompesche  Molen,Stevensweert,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,34905,00197,https://zoeken.allemolens.nl/tenbruggencatenummer/00197,https://images.memorix.nl/rce/thumb/350x350/9c8cc68d-dff4-1f63-9ddd-6618860eefe6.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/9c8cc68d-dff4-1f63-9ddd-6618860eefe6.jpg,1722,186434,347979
68,69,Leonardusmolen,Maasbracht,windmolen,korenmolen,ronde stenen beltmolen,bestaand,419583,00200,https://zoeken.allemolens.nl/tenbruggencatenummer/00200,https://images.memorix.nl/rce/thumb/350x350/88390556-d272-0def-694a-dd73d2a09bd4.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/88390556-d272-0def-694a-dd73d2a09bd4.jpg,1867,190292,350580
69,70,Kapelse Meule / Kepelse Meule,Roermond,windmolen,korenmolen,ronde stenen beltmolen,restant,520567,00203,https://zoeken.allemolens.nl/tenbruggencatenummer/00203,https://images.memorix.nl/rce/thumb/350x350/97ad420a-3672-4098-f0cb-cecb92de73df.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/97ad420a-3672-4098-f0cb-cecb92de73df.jpg,1882,197900,354736
70,71,Gitstappermolen,Etsberg/Vlodrop,watermolen,korenmolen,watergedreven molen met middenslagrad,bestaand,37867,00209,https://zoeken.allemolens.nl/tenbruggencatenummer/00209,https://images.memorix.nl/rce/thumb/350x350/9bcb6d19-00a3-023d-7d03-698d4d767818.jpg,korenmolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/9bcb6d19-00a3-023d-7d03-698d4d767818.jpg,onbekend,205500,350050
71,72,Vlodroppermolen,Vlodrop,watermolen,korenmolen,watergedreven molen met turbine,bestaand,geen  rijksmonument,00210,https://zoeken.allemolens.nl/tenbruggencatenummer/00210,https://images.memorix.nl/rce/thumb/350x350/4ec5c163-385d-f330-64a5-40187ce70f33.jpg,korenmolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4ec5c163-385d-f330-64a5-40187ce70f33.jpg,1875,204026,349918
72,73,Sint Antonius,Kessel,windmolen,korenmolen,standerdmolen (gesloten),bestaand,23644,00215,https://zoeken.allemolens.nl/tenbruggencatenummer/00215,https://images.memorix.nl/rce/thumb/350x350/d19fdab1-77e4-99c7-ba1b-d5c5c33b57bd.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d19fdab1-77e4-99c7-ba1b-d5c5c33b57bd.jpg,1878,201050,367377
73,74,Eendracht Maakt Macht,Meterik,windmolen,korenmolen,ronde stenen beltmolen,bestaand,22654,00224,https://zoeken.allemolens.nl/tenbruggencatenummer/00224,https://images.memorix.nl/rce/thumb/350x350/0160f7b0-6ed8-37b9-7daf-1f998fe20d12.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0160f7b0-6ed8-37b9-7daf-1f998fe20d12.jpg,1899,199063,385722
74,75,Geijsterense Molen,Geysteren/Geijsteren,watermolen,korenmolen,watergedreven molen met onderslagrad,restant,geen  rijksmonument,00229,https://zoeken.allemolens.nl/tenbruggencatenummer/00229,https://images.memorix.nl/rce/thumb/350x350/951719dd-c496-6c66-ce27-b281f70afece.jpg,korenmolen,G.Th. Delemarre (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/951719dd-c496-6c66-ce27-b281f70afece.jpg,onbekend,201312,396282
75,76,Molen  van den Berg / Zelden Goed,Boxmeer,windmolen,korenmolen,ronde stenen beltmolen,restant,geen  rijksmonument,00233,https://zoeken.allemolens.nl/tenbruggencatenummer/00233,https://images.memorix.nl/rce/thumb/350x350/05b511d8-dc41-c313-c4cb-b055e154fca9.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/05b511d8-dc41-c313-c4cb-b055e154fca9.jpg,1857,193343,407078
76,77,Rijn en Zon,Utrecht,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,36000,00237,https://zoeken.allemolens.nl/tenbruggencatenummer/00237,https://images.memorix.nl/rce/thumb/350x350/051fbc8f-73c0-50e4-133e-aa8a9ec84d92.jpg,korenmolen,Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/051fbc8f-73c0-50e4-133e-aa8a9ec84d92.jpg,onbekend,136384,456819
77,78,d' Admiraal,Amsterdam-Buiksloot,windmolen,krijtmolen,8-kante stellingmolen,bestaand,6609,00238,https://zoeken.allemolens.nl/tenbruggencatenummer/00238,https://images.memorix.nl/rce/thumb/350x350/586f9198-22b3-23c7-0497-af713dc009d0.jpg,industriemolen,Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/586f9198-22b3-23c7-0497-af713dc009d0.jpg,1792,123434,490627
78,79,De Nekkermolen,Neck,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,32193,00242,https://zoeken.allemolens.nl/tenbruggencatenummer/00242,https://images.memorix.nl/rce/thumb/350x350/64475891-06fa-7ce6-9c36-e7de527fdfdd.jpg,poldermolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/64475891-06fa-7ce6-9c36-e7de527fdfdd.jpg,onbekend,123264,502796
79,80,De Vrijheid,Beesd,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,16467,00250,https://zoeken.allemolens.nl/tenbruggencatenummer/00250,https://images.memorix.nl/rce/thumb/350x350/b27cb7bb-684a-929c-8f21-9cb02ff35b03.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/b27cb7bb-684a-929c-8f21-9cb02ff35b03.jpg,onbekend,142073,432768
80,81,Johanna,Culemborg,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,11580,00258,https://zoeken.allemolens.nl/tenbruggencatenummer/00258,https://images.memorix.nl/rce/thumb/350x350/605f37fc-ffb4-3ace-4127-cea2d6205238.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/605f37fc-ffb4-3ace-4127-cea2d6205238.jpg,1888,143258,440187
81,82,De Renkumse Molen (vh. De Hoop),Renkum,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,527643,00262,https://zoeken.allemolens.nl/tenbruggencatenummer/00262,https://images.memorix.nl/rce/thumb/350x350/1f1699ad-b379-d6b0-3c89-6c772450a826.jpg,korenmolen,Jan van Galen (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/1f1699ad-b379-d6b0-3c89-6c772450a826.jpg,1858,178525,443007
82,83,De Witte Molen,Nijmegen,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,31207,00266,https://zoeken.allemolens.nl/tenbruggencatenummer/00266,https://images.memorix.nl/rce/thumb/350x350/d3405ebd-2afe-8577-379f-6b67b8ee5a18.jpg,korenmolen,Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d3405ebd-2afe-8577-379f-6b67b8ee5a18.jpg,1760,186397,427665
83,84,De Zuidmolen,Groesbeek,windmolen,korenmolen,ronde stenen beltmolen,bestaand,18170,00276,https://zoeken.allemolens.nl/tenbruggencatenummer/00276,https://images.memorix.nl/rce/thumb/350x350/a41b2b45-ea3b-a403-4eb5-bfdff7ca585c.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a41b2b45-ea3b-a403-4eb5-bfdff7ca585c.jpg,1857,192715,420647
84,85,De Hoop,Arnhem (Elden),windmolen,korenmolen,ronde stenen beltmolen,bestaand,8387,00279,https://zoeken.allemolens.nl/tenbruggencatenummer/00279,https://images.memorix.nl/rce/thumb/350x350/14d21821-42a2-21c9-10d2-5e2e38aeb27b.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/14d21821-42a2-21c9-10d2-5e2e38aeb27b.jpg,1846,189024,441068
85,86,De Zwaan,Ouderkerk aan de Amstel,windmolen,poldermolen,8-kante grondzeiler,bestaand,31952,00280,https://zoeken.allemolens.nl/tenbruggencatenummer/00280,https://images.memorix.nl/rce/thumb/350x350/05e97919-3846-d3a0-6988-ee2e85bdf05f.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/05e97919-3846-d3a0-6988-ee2e85bdf05f.jpg,1638,122096,479598
86,87,Stammermolen,Diemen,windmolen,poldermolen,8-kante grondzeiler,restant,527503,00281,https://zoeken.allemolens.nl/tenbruggencatenummer/00281,https://images.memorix.nl/rce/thumb/350x350/2510abb7-7b66-49f2-266f-2216e1982729.jpg,poldermolen,Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2510abb7-7b66-49f2-266f-2216e1982729.jpg,1875,128045,481968
87,88,Gemeenschapsmolen No. 1 (Gaaspermolen),Driemond,windmolen,poldermolen,8-kante grondzeiler,bestaand,504564,00282,https://zoeken.allemolens.nl/tenbruggencatenummer/00282,https://images.memorix.nl/rce/thumb/350x350/a810bee0-e277-b209-777b-14d56a92336e.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a810bee0-e277-b209-777b-14d56a92336e.jpg,onbekend,128848,480406
88,89,Garstenmolen,Nigtevecht,windmolen,poldermolen,8-kante grondzeiler,bestaand,30632,00284,https://zoeken.allemolens.nl/tenbruggencatenummer/00284,https://images.memorix.nl/rce/thumb/350x350/914f55bf-c829-36ba-db21-173c1c76753f.jpg,poldermolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/914f55bf-c829-36ba-db21-173c1c76753f.jpg,1876,130332,475216
89,90,Molen van De Stichts-Ankeveensepolder,Nederhorst den Berg,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,30313,00286,https://zoeken.allemolens.nl/tenbruggencatenummer/00286,https://images.memorix.nl/rce/thumb/350x350/67ad9b73-f480-570b-68c9-f66c07c20aff.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/67ad9b73-f480-570b-68c9-f66c07c20aff.jpg,onbekend,132101,475200
90,91,Hoekermolen,Vreeland,windmolen,poldermolen,8-kante grondzeiler,bestaand,26150,00287,https://zoeken.allemolens.nl/tenbruggencatenummer/00287,https://images.memorix.nl/rce/thumb/350x350/ae727f8f-0ccf-93a3-df1b-aec8fe25eeae.jpg,poldermolen,A.J. van der Wal (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ae727f8f-0ccf-93a3-df1b-aec8fe25eeae.jpg,1874,131080,473890
91,92,Den Olden Florus of Kallenbroeker Molen,Terschuur,windmolen,korenmolen,standerdmolen (gesloten),bestaand,8627,00290,https://zoeken.allemolens.nl/tenbruggencatenummer/00290,https://images.memorix.nl/rce/thumb/350x350/0305521d-f3c1-96b7-8bae-2e2f264ec264.jpg,korenmolen,Jos Stover (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0305521d-f3c1-96b7-8bae-2e2f264ec264.jpg,onbekend,162945,463398
92,93,De Aalstermolen,Aalst,windmolen,korenmolen,ronde stenen beltmolen,bestaand,38186,00294,https://zoeken.allemolens.nl/tenbruggencatenummer/00294,https://images.memorix.nl/rce/thumb/350x350/68832073-1e97-3e3c-0519-523f73a61bbd.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/68832073-1e97-3e3c-0519-523f73a61bbd.jpg,1904,160893,378549
93,94,De Venbergse Watermolen,Valkenswaard,watermolen,korenmolen,watergedreven molen met onderslagrad,bestaand,36872,00295,https://zoeken.allemolens.nl/tenbruggencatenummer/00295,https://images.memorix.nl/rce/thumb/350x350/19e8131c-061e-30c5-ee02-eda336d28ba6.jpg,korenmolen,onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/19e8131c-061e-30c5-ee02-eda336d28ba6.jpg,1895,159000,372000
94,95,De Sluismolen,Koedijk (Alkmaar),windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,7235,00312,https://zoeken.allemolens.nl/tenbruggencatenummer/00312,https://images.memorix.nl/rce/thumb/350x350/69f18c27-baf9-a9af-7921-bdbed80b6d6f.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/69f18c27-baf9-a9af-7921-bdbed80b6d6f.jpg,onbekend,111519,519341
95,96,De Grebmolen,Schoorldam,windmolen,poldermolen,8-kante grondzeiler,bestaand,38281,00318,https://zoeken.allemolens.nl/tenbruggencatenummer/00318,https://images.memorix.nl/rce/thumb/350x350/bc464e1c-9dbf-e68e-ac04-5bf31fd7c466.jpg,poldermolen,Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/bc464e1c-9dbf-e68e-ac04-5bf31fd7c466.jpg,1875,110781,523679
96,97,Molen F,Burgerbrug,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,41920,00322,https://zoeken.allemolens.nl/tenbruggencatenummer/00322,https://images.memorix.nl/rce/thumb/350x350/355791a1-e327-9700-1eef-21650580072f.jpg,poldermolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/355791a1-e327-9700-1eef-21650580072f.jpg,1890,108396,528539
97,98,Molen L-Q,Burgervlotbrug,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,41923,00323,https://zoeken.allemolens.nl/tenbruggencatenummer/00323,https://images.memorix.nl/rce/thumb/350x350/604a06e1-51f0-1082-0ef0-b9bd91707fdb.jpg,poldermolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/604a06e1-51f0-1082-0ef0-b9bd91707fdb.jpg,1597,107458,528984
98,99,Molen Zuider G,Burgerbrug,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,41921,00324,https://zoeken.allemolens.nl/tenbruggencatenummer/00324,https://images.memorix.nl/rce/thumb/350x350/8637f2bf-4323-002d-f326-ee2cc94f3a2c.jpg,poldermolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/8637f2bf-4323-002d-f326-ee2cc94f3a2c.jpg,onbekend,109063,529894
99,100,Molen Noorder G,Sint Maartensbrug,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,41925,00326,https://zoeken.allemolens.nl/tenbruggencatenummer/00326,https://images.memorix.nl/rce/thumb/350x350/61d073ed-71d5-7559-7d49-04b140f5252c.jpg,poldermolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/61d073ed-71d5-7559-7d49-04b140f5252c.jpg,onbekend,110119,532039
100,101,Molen van de Polder Valkkoog/De Groenvelder,Groenveld / Sint Maarten,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,33621,00329,https://zoeken.allemolens.nl/tenbruggencatenummer/00329,https://images.memorix.nl/rce/thumb/350x350/153982e1-f13a-01c7-3ed8-ff36fcc13cd2.jpg,poldermolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/153982e1-f13a-01c7-3ed8-ff36fcc13cd2.jpg,onbekend,113709,530959
101,102,De Hoop,Wieringerwaard,windmolen,korenmolen,8-kante grondzeiler binnenkruier,bestaand,8699,00341,https://zoeken.allemolens.nl/tenbruggencatenummer/00341,https://images.memorix.nl/rce/thumb/350x350/30045c16-0065-03a8-3df9-b564e07f28b0.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/30045c16-0065-03a8-3df9-b564e07f28b0.jpg,1742,119580,539671
102,103,De Hoop,Den Oever,windmolen,korenmolen,8-kante grondzeiler,bestaand,38930,00345,https://zoeken.allemolens.nl/tenbruggencatenummer/00345,https://images.memorix.nl/rce/thumb/350x350/e84cd374-fc52-2135-ddbb-27f985d40bfe.jpg,korenmolen,G.J. Dukker (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e84cd374-fc52-2135-ddbb-27f985d40bfe.jpg,1672,130882,549790
103,104,De Onderneming,Hippolytushoef,windmolen,korenmolen,8-kante grondzeiler,bestaand,38925,00347,https://zoeken.allemolens.nl/tenbruggencatenummer/00347,https://images.memorix.nl/rce/thumb/350x350/df04b6af-758a-cf70-0757-f4f68aabe15b.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/df04b6af-758a-cf70-0757-f4f68aabe15b.jpg,1851,125432,546249
104,105,Molen van de Slootgaardpolder,Waarland,windmolen,poldermolen,8-kante grondzeiler,bestaand,389045,00355,https://zoeken.allemolens.nl/tenbruggencatenummer/00355,https://images.memorix.nl/rce/thumb/350x350/dad3dba2-69c1-e555-df6d-3cdc5b105f9f.jpg,poldermolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/dad3dba2-69c1-e555-df6d-3cdc5b105f9f.jpg,1590,117275,528733
105,106,Molen van de polder Waarland,Waarland,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,20309,00357,https://zoeken.allemolens.nl/tenbruggencatenummer/00357,https://images.memorix.nl/rce/thumb/350x350/142e4c5b-1eb0-b521-f90f-7f327c474f6f.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/142e4c5b-1eb0-b521-f90f-7f327c474f6f.jpg,onbekend,117162,526514
106,107,Molen D Polder Geestmerambacht,Broek op Langedijk,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,23925,00359,https://zoeken.allemolens.nl/tenbruggencatenummer/00359,https://images.memorix.nl/rce/thumb/350x350/b93721a6-14d2-47bd-c81e-a8d5d2b9370f.jpg,poldermolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/b93721a6-14d2-47bd-c81e-a8d5d2b9370f.jpg,1868,117051,520995
107,108,De Geestmolen,Alkmaar,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,7459,00360,https://zoeken.allemolens.nl/tenbruggencatenummer/00360,https://images.memorix.nl/rce/thumb/350x350/678c5e3d-6575-18a6-6796-3abdc3d845ad.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/678c5e3d-6575-18a6-6796-3abdc3d845ad.jpg,onbekend,110290,516384
108,109,Molen van de Schoterveenpolder (vh. De Stoop),Haarlem,windmolen,poldermolen,wipmolen,bestaand,19275,00361,https://zoeken.allemolens.nl/tenbruggencatenummer/00361,https://images.memorix.nl/rce/thumb/350x350/024aa85b-e251-6bfd-06d6-59219fd93fa5.jpg,poldermolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/024aa85b-e251-6bfd-06d6-59219fd93fa5.jpg,onbekend,103583,490291
109,110,De Zandhaas,Santpoort-Noord,windmolen,korenmolen,8-kante stellingmolen,bestaand,37111,00362,https://zoeken.allemolens.nl/tenbruggencatenummer/00362,https://images.memorix.nl/rce/thumb/350x350/f82a71a1-5d34-5b47-e859-17b472060beb.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f82a71a1-5d34-5b47-e859-17b472060beb.jpg,1779,104251,493562
110,111,De Hoop,Dongen,windmolen,korenmolen,ronde stenen beltmolen,restant,527275,00368,https://zoeken.allemolens.nl/tenbruggencatenummer/00368,https://images.memorix.nl/rce/thumb/350x350/5009a4d2-ca19-1a67-95f2-598e7543cf65.jpg,korenmolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/5009a4d2-ca19-1a67-95f2-598e7543cf65.jpg,1845,124828,404178
111,112,Koningin Wilhelmina,Dongen,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,13216,00370,https://zoeken.allemolens.nl/tenbruggencatenummer/00370,https://images.memorix.nl/rce/thumb/350x350/23cd4678-99f9-a352-4bf4-e82e2c40bb66.jpg,korenmolen,L.M. Tangel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/23cd4678-99f9-a352-4bf4-e82e2c40bb66.jpg,1893,123385,405301
112,113,De Hoop / Victoria,Oosteind,windmolen,korenmolen,ronde stenen stellingmolen,restant,527663,00372,https://zoeken.allemolens.nl/tenbruggencatenummer/00372,https://images.memorix.nl/rce/thumb/350x350/09fcc2a9-21be-d27f-dbc6-af62b9ce068a.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/09fcc2a9-21be-d27f-dbc6-af62b9ce068a.jpg,1890,122159,406826
113,114,De Eendragt,Kaatsheuvel,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,26171,00373,https://zoeken.allemolens.nl/tenbruggencatenummer/00373,https://images.memorix.nl/rce/thumb/350x350/07497e30-8b38-2427-7aeb-f8a54fdebbca.jpg,korenmolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/07497e30-8b38-2427-7aeb-f8a54fdebbca.jpg,1870,127873,409543
